id,name,Architecture,Boost_Clock,Core_Speed,Memory,Memory_Speed,Memory_Bandwidth,DVI_Connection,Dedicated,Direct_X,HDMI_Connection,Integrated,L2_Cache,Manufacturer,Max_Power,Memory_Bus,Memory_Type,Power_Connector,Process,Resolution_WxH,SLI_Crossfire,price,url_name,img_of_gpu
196,Radeon R9 270 PowerColor 2GB OC Edition,GCN 1.1 Curacao PRO ,955,930,2048,1400 MHz,179.2GB/sec,1,Yes,DX 12.0,1,No,512KB,AMD,,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
197,Radeon R9 270 MSI Gaming 2GB Edition,GCN 1.1 Curacao PRO ,975,900,2048,1400 MHz,179.2GB/sec,2,Yes,DX 12.0,1,No,512KB,AMD,175 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
198,Radeon R9 270 v2,GCN 1.0 Pitcairn PRO ,925,900,2048,1400 MHz,179.2GB/sec,2,Yes,DX 12.0,1,No,512KB,AMD,150 Watts,256 Bit ,GDDR5,1x 6-pin ,28nm,4096x2160,Yes,,,
199,Radeon R9 270 DirectCU II OC Edition,GCN 1.1 Curacao PRO ,975,950,2048,1400 MHz,179.2GB/sec,2,Yes,DX 12.0,1,No,512KB,AMD,175 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
200,Radeon R9 270 HIS IceQ X² Turbo Edition,GCN 1.1 Curacao PRO ,975,950,2048,1400 MHz,179.2GB/sec,1,Yes,DX 12.0,1,No,512KB,AMD,175 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
201,Radeon R9 270 HIS iCooler 2GB Edition,GCN 1.1 Curacao PRO ,950,925,2048,1400 MHz,179.2GB/sec,1,Yes,DX 12.0,1,No,512KB,AMD,150 Watts,256 Bit ,GDDR5,1x 6-pin ,28nm,4096x2160,Yes,,,
202,Radeon R9 270 Gigabyte WindForce 2X OC Edition,GCN 1.1 Curacao PRO ,975,950,2048,1400 MHz,179.2GB/sec,2,Yes,DX 12.0,1,No,512KB,AMD,175 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
203,Radeon R9 270 Crossfire,GCN 1.1 Curacao PRO (x2) ,925,900,4096,1400 MHz,358.4GB/sec,2,Yes,DX 12.0,1,No,512KB(x2),AMD,300 Watts,256 Bit ,GDDR5,2x 6-pin ,28nm,4096x2160,Yes,,,
204,Radeon R9 270X DirectCU II TOP 2GB Edition,GCN 1.1 Curacao XT ,1120,1070,2048,1400 MHz,179.2GB/sec,2,Yes,DX 12.0,1,No,512KB,AMD,180 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
205,Radeon R9 270 HIS IceQ XÂ² 2GB Edition,GCN 1.1 Curacao PRO ,925,900,2048,1400 MHz,179.2GB/sec,1,Yes,DX 12.0,1,No,512KB,AMD,150 Watts,256 Bit ,GDDR5,2x 6-pin ,28nm,4096x2160,Yes,,,
206,Radeon R9 270 Club3D 14Series Edition Crossfire,GCN 1.1 Curacao PRO (x2) ,955,930,4096,1400 MHz,358.4GB/sec,2,Yes,DX 12.0,1,No,512KB(x2),AMD,300 Watts,256 Bit ,GDDR5,2x 6-pin ,28nm,4096x2160,Yes,,,
207,Radeon R9 270 Club3D '14Series Edition,GCN 1.1 Curacao PRO ,955,930,2048,1400 MHz,179.2GB/sec,2,Yes,DX 12.0,1,No,512KB,AMD,146 Watts,256 Bit ,GDDR5,2x 6-pin ,28nm,4096x2160,Yes,,,
208,Radeon R9 270,GCN 1.1 Curacao PRO ,925,900,2048,1400 MHz,179.2GB/sec,2,Yes,DX 12.0,1,No,512KB,AMD,150 Watts,256 Bit ,GDDR5,2x 6-pin ,28nm,4096x2160,Yes,,,
209,Radeon R7 265 Sapphire Dual-X 2GB Edition,GCN 1.0 Pitcairn PRO ,925,900,2048,1400 MHz,179.2GB/sec,2,Yes,DX 12.0,1,No,512KB,AMD,150 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
210,Radeon R7 265 Gigabyte WindForce 2X OC 2GB Edition,GCN 1.0 Pitcairn PRO ,1036,1008,2048,1400 MHz,179.2GB/sec,2,Yes,DX 12.0,1,No,512KB,AMD,150 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
211,Radeon R7 265 Asus DirectCU II 2GB Edition,GCN 1.0 Pitcairn PRO ,925,900,2048,1400 MHz,179.2GB/sec,2,Yes,DX 12.0,1,No,512KB,AMD,150 Watts,256 Bit ,GDDR5,1x 6-pin ,28nm,4096x2160,Yes,,,
212,Radeon R7 265 PowerColor TurboDuo OC 2GB Edition,GCN 1.0 Pitcairn PRO ,955,930,2048,1400 MHz,179.2GB/sec,2,Yes,DX 12.0,1,No,512KB,AMD,150 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
213,Radeon R9 270 Club3D royalQueen Edition,GCN 1.1 Curacao PRO ,955,930,2048,1400 MHz,179.2GB/sec,2,Yes,DX 12.0,1,No,512KB,AMD,146 Watts,256 Bit ,GDDR5,2x 6-pin ,28nm,4096x2160,Yes,,,
214,Radeon R7 265,GCN 1.0 Pitcairn PRO ,925,900,2048,1400 MHz,179.2GB/sec,2,Yes,DX 12.0,1,No,512KB,AMD,150 Watts,256 Bit ,GDDR5,2x 6-pin ,28nm,4096x2160,Yes,,,
215,Radeon R7 265 MSI OC 2GB Edition,GCN 1.0 Pitcairn PRO ,955,900,2048,1400 MHz,179.2GB/sec,2,Yes,DX 12.0,1,No,512KB,AMD,150 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
216,Radeon RX 480 XFX Triple X OC 8GB,GCN 1.3 Ellesmere XT ,1288,1120,8192,2000 MHz,256GB/sec,0,Yes,DX 12.0,1,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,1x 8-pin ,14nm,4096x2160,No,,,
217,Radeon RX 480 XFX GTR Hard Swap Black Edition 8GB,GCN 1.3 Ellesmere XT ,1338,1120,8192,2000 MHz,256GB/sec,1,Yes,DX 12.0,1,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,1x 8-pin ,14nm,4096x2160,No,,,
218,Radeon RX 480 XFX RS Hard Swap 4GB,GCN 1.3 Ellesmere XT ,1266,1120,4096,1750 MHz,224GB/sec,1,Yes,DX 12.0,1,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,1x 8-pin ,14nm,4096x2160,No,,,
219,Radeon RX 480 XFX RS Hard Swap Triple X 8GB,GCN 1.3 Ellesmere XT ,1288,1120,8192,2000 MHz,256GB/sec,1,Yes,DX 12.0,1,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,1x 8-pin ,14nm,4096x2160,No,,,
220,Radeon RX 480 XFX Black Edition 8GB,GCN 1.3 Ellesmere XT ,1328,1120,8192,2000 MHz,256GB/sec,0,Yes,DX 12.0,1,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,1x 6-pin ,14nm,4096x2160,No,,,
221,Radeon RX 480 XFX 4GB,GCN 1.3 Ellesmere XT ,1266,1120,4096,1750 MHz,224GB/sec,0,Yes,DX 12.0,1,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,1x 6-pin ,14nm,4096x2160,No,,,
222,Radeon RX 480 Sapphire Nitro+ 8GB,GCN 1.3 Ellesmere XT ,1342,1208,8192,2000 MHz,256GB/sec,1,Yes,DX 12.0,2,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,1x 8-pin ,14nm,3840x2160,No,,,
223,Radeon RX 480 Sapphire NITRO+ 4GB,GCN 1.3 Ellesmere XT ,1306,1208,4096,1750 MHz,224GB/sec,1,Yes,DX 12.0,2,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,1x 8-pin ,14nm,4096x2160,No,,,
224,Radeon RX 480 Sapphire 4GB,GCN 1.3 Ellesmere XT ,1266,1120,4096,1750 MHz,224GB/sec,0,Yes,DX 12.0,1,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,1x 6-pin ,14nm,4096x2160,No,,,
225,Radeon RX 480 PowerColour 8GB,GCN 1.3 Ellesmere XT ,1266,1120,8192,2000 MHz,256GB/sec,0,Yes,DX 12.0,1,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,1x 6-pin ,14nm,7680x4320,No,,,
226,Radeon RX 480 PowerColor Red Dragon 4GB,GCN 1.3 Ellesmere XT ,1266,1120,4096,1750 MHz,224GB/sec,1,Yes,DX 12.0,1,No,2048KB,ATI,120 Watts,256 Bit ,GDDR5,1x 8-pin ,14nm,4096x2160,No,,,
227,Radeon RX 480 PowerColor Red Dragon 8GB,GCN 1.3 Ellesmere XT ,1266,1120,8192,2000 MHz,256GB/sec,1,Yes,DX 12.0,1,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,1x 8-pin ,14nm,7680x4320,No,,,
228,Radeon RX 480 PowerColor Red Devil 8GB,GCN 1.3 Ellesmere XT ,1330,1120,8192,2000 MHz,256GB/sec,1,Yes,DX 12.0,2,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,1x 8-pin ,14nm,4096x2160,No,,,
229,Radeon RX 480 Sapphire 8GB,GCN 1.3 Ellesmere XT ,1266,1120,8192,2000 MHz,256GB/sec,0,Yes,DX 12.0,1,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,1x 6-pin ,14nm,7680x4320,No,,,
230,Radeon RX 480 PowerColor 4GB,GCN 1.3 Ellesmere XT ,1266,1120,4096,1750 MHz,224GB/sec,0,Yes,DX 12.0,1,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,1x 6-pin ,14nm,4096x2160,No,,,
231,Radeon RX 480 MSI GAMING 4G,GCN 1.3 Ellesmere XT ,1279,1120,4096,1750 MHz,224GB/sec,1,Yes,DX 12.0,2,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,1x 8-pin ,14nm,4096x2160,No,,,
232,Radeon RX 480 MSI Gaming 8GB,GCN 1.3 Ellesmere XT ,1279,1120,8192,2000 MHz,256GB/sec,1,Yes,DX 12.0,2,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,1x 8-pin ,14nm,4096x2160,No,,,
233,Radeon RX 480 MSI GAMING X 4G,GCN 1.3 Ellesmere XT ,1303,1120,4096,1750 MHz,224GB/sec,1,Yes,DX 12.0,2,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,1x 8-pin ,14nm,4096x2160,No,,,
234,Radeon RX 480 MSI Gaming X 8GB,GCN 1.3 Ellesmere XT ,1303,1120,8192,2000 MHz,256GB/sec,1,Yes,DX 12.0,2,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,1x 8-pin ,14nm,4096x2160,No,,,
235,Radeon RX 480 MSI Armor OC 8GB,GCN 1.3 Ellesmere XT ,1291,1120,8192,2000 MHz,256GB/sec,1,Yes,DX 12.0,2,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,1x 8-pin ,14nm,4096x2160,No,,,
236,Radeon RX 480 MSI Armor OC 4GB,GCN 1.3 Ellesmere XT ,1291,1120,4096,1750 MHz,224GB/sec,1,Yes,DX 12.0,2,No,2048KB,ATI,120 Watts,256 Bit ,GDDR5,1x 8-pin ,14nm,4096x2160,No,,,
237,Radeon RX 480 HIS IceQ X² Roaring Turbo GB,GCN 1.3 Ellesmere XT ,1338,1120,8192,2000 MHz,256GB/sec,1,Yes,DX 12.0,1,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,1x 8-pin ,14nm,5120x2160,No,,,
238,Radeon RX 480 MSI 8GB,GCN 1.3 Ellesmere XT ,1266,1120,8192,2000 MHz,256GB/sec,0,Yes,DX 12.0,1,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,1x 6-pin ,14nm,7680x4320,No,,,
239,Radeon RX 480 MSI Armor 4GB,GCN 1.3 Ellesmere XT ,1266,1120,4096,1750 MHz,224GB/sec,1,Yes,DX 12.0,2,No,2048KB,ATI,120 Watts,256 Bit ,GDDR5,1x 8-pin ,14nm,4096x2160,No,,,
240,Radeon RX 480 MSI 4GB,GCN 1.3 Ellesmere XT ,1266,1120,4096,1750 MHz,224GB/sec,0,Yes,DX 12.0,1,No,2048KB,ATI,120 Watts,256 Bit ,GDDR5,1x 6-pin ,14nm,4096x2160,No,,,
241,Radeon RX 480 HIS IceQ X² Roaring Turbo 8GB,GCN 1.3 Ellesmere XT ,1338,1120,8192,2000 MHz,256GB/sec,1,Yes,DX 12.0,1,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,1x 8-pin ,14nm,4096x2160,No,,,
242,Radeon R7 250 v2 XFX 2GB Edition,GCN 1.1 Oland XT ,1050,1000,2048,800 MHz,25.6GB/sec,1,Yes,DX 12.0,1,No,512KB,AMD,65 Watts,128 Bit ,DDR3,None ,28nm,2560x1600,No,,,
243,Radeon R7 250 v2 Sapphire 2GB Edition,GCN 1.1 Oland XT ,1050,1000,2048,900 MHz,28.8GB/sec,1,Yes,DX 12.0,1,No,512KB,AMD,65 Watts,128 Bit ,DDR3,None ,28nm,2560x1600,No,,,
244,Radeon R7 250 v2 MSI OC 2GB Edition,GCN 1.1 Oland XT ,1100,1050,2048,900 MHz,28.8GB/sec,1,Yes,DX 12.0,1,No,512KB,AMD,65 Watts,128 Bit ,DDR3,None ,28nm,2560x1600,No,,,
245,Radeon R7 250 v2 XFX Core 1GB Edition,GCN 1.1 Oland XT ,1050,1000,1024,800 MHz,25.6GB/sec,1,Yes,DX 12.0,1,No,512KB,AMD,65 Watts,128 Bit ,DDR3,None ,28nm,2560x1600,Yes,,,
246,Radeon R7 250 v2 HIS 2GB Edition,GCN 1.1 Oland XT ,1050,1000,2048,900 MHz,28.8GB/sec,1,Yes,DX 12.0,1,No,512KB,AMD,65 Watts,128 Bit ,DDR3,None ,28nm,2560x1600,No,,,
247,Radeon RX 480 HIS IceQ X² Roaring OC GB,GCN 1.3 Ellesmere XT ,1288,1120,8192,2000 MHz,256GB/sec,1,Yes,DX 12.0,1,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,1x 8-pin ,14nm,5120x2880,No,,,
248,Radeon R7 250 v2 Club3D 2GB Edition,GCN 1.1 Oland XT ,1050,1000,2048,900 MHz,28.8GB/sec,1,Yes,DX 12.0,1,No,512KB,AMD,48 Watts,128 Bit ,DDR3,None ,28nm,2560x1600,No,,,
249,Radeon R7 250 v2 2GB,GCN 1.1 Oland XT ,1050,1000,2048,900 MHz,28.8GB/sec,1,Yes,DX 12.0,1,No,512KB,AMD,65 Watts,128 Bit ,DDR3,None ,28nm,2560x1600,No,,,
250,Radeon RX 480 Gigabyte Windforce 8GB,GCN 1.3 Ellesmere XT ,1266,1120,8192,2000 MHz,256GB/sec,0,Yes,DX 12.0,1,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,1x 6-pin ,14nm,7680x4320,No,,,
251,Radeon RX 480 HIS IceQ X2 Roaring OC 8GB,GCN 1.3 Ellesmere XT ,1288,1120,8192,2000 MHz,256GB/sec,1,Yes,DX 12.0,1,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,1x 8-pin ,14nm,5120x2880,No,,,
252,Radeon RX 480 HIS 8GB,GCN 1.3 Ellesmere XT ,1266,1120,8192,2000 MHz,256GB/sec,0,Yes,DX 12.0,1,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,1x 6-pin ,14nm,7680x4320,No,,,
253,Radeon RX 480 Gigabyte Windforce 4GB,GCN 1.3 Ellesmere XT ,1266,1120,4096,1750 MHz,224GB/sec,0,Yes,DX 12.0,1,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,1x 8-pin ,14nm,4096x2160,No,,,
254,Radeon RX 480 Gigabyte G1 Gaming 8GB,GCN 1.3 Ellesmere XT ,1290,1120,8192,2000 MHz,256GB/sec,1,Yes,DX 12.0,1,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,1x 8-pin ,14nm,7680x4320,No,,,
255,Radeon RX 480 Gigabyte G1 Gaming 4GB,GCN 1.3 Ellesmere XT ,1266,1120,4096,1750 MHz,224GB/sec,0,Yes,DX 12.0,1,No,2048KB,ATI,120 Watts,256 Bit ,GDDR5,1x 8-pin ,14nm,4096x2160,No,,,
256,Radeon RX 480 Gigabyte 8GB,GCN 1.3 Ellesmere XT ,1266,1120,8192,2000 MHz,256GB/sec,0,Yes,DX 12.0,1,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,1x 6-pin ,14nm,7680x4320,No,,,
257,Radeon RX 480 GIGABYTE G1 Gaming 4GB,GCN 1.3 Ellesmere XT ,1266,1120,4096,1750 MHz,224GB/sec,0,Yes,DX 12.0,1,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,1x 8-pin ,14nm,4096x2160,No,,,
258,Radeon RX 480 ASUS DUAL OC 4GB,GCN 1.3 Ellesmere XT ,1266,1120,4096,1750 MHz,224GB/sec,1,Yes,DX 12.0,2,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,1x 6-pin ,14nm,4096x2160,No,,,
259,Radeon RX 480 Asus 8GB,GCN 1.3 Ellesmere XT ,1266,1120,8192,2000 MHz,256GB/sec,0,Yes,DX 12.0,1,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,None ,14nm,7680x4320,No,,,
260,Radeon RX 480 Armor 8GB,GCN 1.3 Ellesmere XT ,1266,1120,8192,2000 MHz,256GB/sec,1,Yes,DX 12.0,2,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,1x 8-pin ,14nm,7680x4320,No,,,
261,Radeon RX 480 Asus ROG Strix Gaming 8GB,GCN 1.3 Ellesmere XT ,1266,1120,8192,2000 MHz,256GB/sec,0,Yes,DX 12.0,2,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,1x 8-pin ,14nm,7680x4320,No,,,
262,Radeon RX 480 Asus ROG Strix OC 8GB,GCN 1.3 Ellesmere XT ,1330,1120,8192,2000 MHz,256GB/sec,1,Yes,DX 12.0,2,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,1x 8-pin ,14nm,7680x4320,No,,,
263,Radeon RX 480 8GB Crossfire,GCN 1.3 Ellesmere XT (x2) ,1266,1120,16384,2000 MHz,512GB/sec,0,Yes,DX 12.0,1,No,2048KB(x2),ATI,300 Watts,256 Bit ,GDDR5,2x 6-pin ,14nm,4096x2160,Yes,,,
264,Radeon RX 480 8GB,GCN 1.3 Ellesmere XT ,1266,1120,8192,2000 MHz,256GB/sec,0,Yes,DX 12.0,1,No,2048KB,ATI,150 Watts,256 Bit ,GDDR5,1x 6-pin ,14nm,4096x2160,Yes,,,
